rid,date_of_service,location,planned_arrival_time,planned_departure_time,actual_arrival_time,actual_departure_time,late_canc_reason,late_canc_reason
202409207668660,20/09/2024,MNG,06:21,06:22,06:20,06:22,,
202409207668660,20/09/2024,COL,06:30,06:31,06:28,06:30,,
202409207668660,20/09/2024,SRA,07:11,,07:11,,,
202409207668660,20/09/2024,LST,07:22,,07:20,,,
202409207668664,20/09/2024,NRW,,06:00,,05:59,,
202409207668664,20/09/2024,DIS,06:16,06:17,06:16,06:18,,
202409207668664,20/09/2024,SMK,06:28,06:29,06:28,06:29,,
202409207668664,20/09/2024,IPS,06:40,06:42,06:39,06:41,,
202409207668664,20/09/2024,MNG,06:51,06:52,06:50,06:52,,
202409207668664,20/09/2024,COL,07:00,07:01,06:59,07:00,,
202409207668664,20/09/2024,SRA,07:43,,07:42,,,
202409207668664,20/09/2024,LST,07:54,,07:51,,,
202409207668678,20/09/2024,NRW,,07:00,,06:59,,
202409207668678,20/09/2024,DIS,07:16,07:17,07:15,07:17,,
202409207668678,20/09/2024,SMK,07:28,07:29,07:28,07:29,,
202409207668678,20/09/2024,IPS,07:40,07:43,07:39,07:42,,
202409207668678,20/09/2024,MNG,07:52,07:52,07:51,07:52,,
202409207668678,20/09/2024,COL,08:01,08:02,07:59,08:01,,
202409207668678,20/09/2024,SRA,08:46,,08:45,,,
202409207668678,20/09/2024,LST,08:57,,08:53,,,
202409207668683,20/09/2024,NRW,,07:30,,07:30,,
202409207668683,20/09/2024,DIS,07:46,07:47,07:45,07:47,,
202409207668683,20/09/2024,SMK,07:58,07:59,07:58,07:58,,
202409207668683,20/09/2024,IPS,08:10,08:11,08:08,08:11,,
202409207668683,20/09/2024,MNG,08:20,08:21,08:20,08:21,,
202409207668683,20/09/2024,COL,08:29,08:31,08:28,08:30,,
202409207668683,20/09/2024,SRA,09:15,,09:12,,,
202409207668683,20/09/2024,LST,09:25,,09:19,,,
202409207668695,20/09/2024,NRW,,08:30,,08:30,,
202409207668695,20/09/2024,DIS,08:46,08:47,08:46,08:48,,
202409207668695,20/09/2024,SMK,08:58,08:58,08:58,08:59,,
202409207668695,20/09/2024,IPS,09:09,09:10,09:10,09:11,,
202409207668695,20/09/2024,MNG,09:19,09:20,09:20,09:21,,
202409207668695,20/09/2024,COL,09:28,09:30,09:30,09:30,,
202409207668695,20/09/2024,CHM,09:47,09:47,09:48,09:49,,
202409207668695,20/09/2024,LST,10:19,,10:18,,,
202409207668701,20/09/2024,NRW,,09:00,,08:59,,
202409207668701,20/09/2024,DIS,09:16,09:17,09:16,09:17,,
202409207668701,20/09/2024,SMK,09:28,09:28,09:28,09:29,,
202409207668701,20/09/2024,IPS,09:39,09:41,09:39,09:41,,
202409207668701,20/09/2024,MNG,09:50,09:51,09:50,09:51,,
202409207668701,20/09/2024,COL,09:59,10:00,09:58,09:59,,
202409207668701,20/09/2024,SRA,10:39,,10:38,,,
202409207668701,20/09/2024,LST,10:47,,10:47,,,
202409207668706,20/09/2024,NRW,,09:32,,09:32,,
202409207668706,20/09/2024,DIS,09:48,09:49,09:48,09:49,,
202409207668706,20/09/2024,IPS,10:09,10:10,10:09,10:10,,
202409207668706,20/09/2024,MNG,10:19,10:20,10:20,10:21,,
202409207668706,20/09/2024,COL,10:28,10:30,10:28,10:29,,
202409207668706,20/09/2024,CHM,10:47,10:48,10:46,10:48,,
202409207668706,20/09/2024,LST,11:17,,11:17,,,
202409207668710,20/09/2024,NRW,,10:00,,10:00,,
202409207668710,20/09/2024,DIS,10:16,10:17,10:16,10:17,,
202409207668710,20/09/2024,SMK,10:28,10:28,10:27,10:27,,
202409207668710,20/09/2024,IPS,10:39,10:41,10:38,10:40,,
202409207668710,20/09/2024,MNG,10:50,10:51,10:49,10:51,,
202409207668710,20/09/2024,COL,10:59,11:00,10:58,11:00,,
202409207668710,20/09/2024,SRA,11:39,,11:38,,,
202409207668710,20/09/2024,LST,11:47,,11:46,,,
202409207668716,20/09/2024,NRW,,10:30,,10:30,,
202409207668716,20/09/2024,DIS,10:46,10:48,10:46,10:48,,
202409207668716,20/09/2024,IPS,11:08,11:09,11:07,11:08,,
202409207668716,20/09/2024,MNG,11:18,11:20,11:17,11:20,,
202409207668716,20/09/2024,COL,11:28,11:30,11:26,11:29,,
202409207668716,20/09/2024,CHM,11:47,11:48,11:46,11:47,,
202409207668716,20/09/2024,LST,12:17,,12:17,,,
202409207668720,20/09/2024,NRW,,11:00,,11:00,,
202409207668720,20/09/2024,DIS,11:16,11:17,11:15,11:17,,
202409207668720,20/09/2024,SMK,11:28,11:28,11:27,11:28,,
202409207668720,20/09/2024,IPS,11:39,11:41,11:37,11:40,,
202409207668720,20/09/2024,MNG,11:50,11:51,11:49,11:51,,
202409207668720,20/09/2024,COL,11:59,12:00,11:57,11:59,,
202409207668720,20/09/2024,SRA,12:39,,12:38,,,
202409207668720,20/09/2024,LST,12:47,,12:47,,,
202409207668736,20/09/2024,NRW,,12:32,,12:31,,
202409207668736,20/09/2024,DIS,12:48,12:49,12:47,12:49,,
202409207668736,20/09/2024,IPS,13:09,13:10,13:06,13:09,,
202409207668736,20/09/2024,MNG,13:19,13:20,13:18,13:20,,
202409207668736,20/09/2024,COL,13:28,13:30,13:26,13:29,,
202409207668736,20/09/2024,CHM,13:47,13:48,13:45,13:47,,
202409207668736,20/09/2024,LST,14:17,,14:16,,,
202409207668740,20/09/2024,NRW,,13:00,,12:59,,
202409207668740,20/09/2024,DIS,13:16,13:17,13:15,13:17,,
202409207668740,20/09/2024,SMK,13:28,13:28,13:28,13:28,,
202409207668740,20/09/2024,IPS,13:39,13:41,13:38,13:40,,
202409207668740,20/09/2024,MNG,13:50,13:51,13:49,13:51,,
202409207668740,20/09/2024,COL,13:59,14:00,13:58,14:00,,
202409207668740,20/09/2024,SRA,14:39,,14:37,,,
202409207668740,20/09/2024,LST,14:47,,14:48,,,
202409207668746,20/09/2024,NRW,,13:30,,13:30,,
202409207668746,20/09/2024,DIS,13:47,13:47,13:45,13:47,,
202409207668746,20/09/2024,IPS,14:07,14:10,14:05,14:09,,
202409207668746,20/09/2024,MNG,14:19,14:20,14:18,14:20,,
202409207668746,20/09/2024,COL,14:28,14:30,14:26,14:29,,
202409207668746,20/09/2024,CHM,14:47,14:48,14:46,14:48,,
202409207668746,20/09/2024,LST,15:17,,15:17,,,
202409207668750,20/09/2024,NRW,,14:00,,13:59,,
202409207668750,20/09/2024,DIS,14:16,14:17,14:16,14:17,,
202409207668750,20/09/2024,SMK,14:28,14:28,14:27,14:27,,
202409207668750,20/09/2024,IPS,14:40,14:41,14:38,14:40,,
202409207668750,20/09/2024,MNG,14:50,14:51,14:49,14:51,,
202409207668750,20/09/2024,COL,14:59,15:00,14:57,15:00,,
202409207668750,20/09/2024,SRA,15:39,,15:38,,,
202409207668750,20/09/2024,LST,15:47,,15:47,,,
202409207668756,20/09/2024,NRW,,14:30,,14:30,,
202409207668756,20/09/2024,DIS,14:47,14:47,14:45,14:47,,
202409207668756,20/09/2024,IPS,15:07,15:10,15:05,15:09,,
202409207668756,20/09/2024,MNG,15:19,15:20,15:18,15:20,,
202409207668756,20/09/2024,COL,15:28,15:30,15:27,15:29,,
202409207668756,20/09/2024,CHM,15:47,15:48,15:47,15:48,,
202409207668756,20/09/2024,LST,16:18,,16:18,,,
202409207668759,20/09/2024,NRW,,15:00,,15:00,,
202409207668759,20/09/2024,DIS,15:17,15:17,15:16,15:17,,
202409207668759,20/09/2024,SMK,15:28,15:29,15:27,15:28,,
202409207668759,20/09/2024,IPS,15:40,15:42,15:38,15:41,,
202409207668759,20/09/2024,MNG,15:52,15:52,15:50,15:52,,
202409207668759,20/09/2024,COL,16:01,16:02,15:59,16:01,,
202409207668759,20/09/2024,CHM,16:19,16:19,16:18,16:19,,
202409207668759,20/09/2024,SRA,16:43,,16:41,,,
202409207668759,20/09/2024,LST,16:51,,16:50,,,
202409207668762,20/09/2024,NRW,,15:30,,15:29,,
202409207668762,20/09/2024,DIS,15:47,15:47,15:45,15:47,,
202409207668762,20/09/2024,IPS,16:09,16:10,16:06,16:09,,
202409207668762,20/09/2024,MNG,16:19,16:20,16:18,16:20,,
202409207668762,20/09/2024,COL,16:28,16:30,16:26,16:29,,
202409207668762,20/09/2024,CHM,16:47,16:48,16:47,16:48,,
202409207668762,20/09/2024,LST,17:18,,17:16,,,
202409207668768,20/09/2024,NRW,,16:00,,15:59,,
202409207668768,20/09/2024,DIS,16:16,16:17,16:15,16:17,,
202409207668768,20/09/2024,SMK,16:28,16:28,16:27,16:27,,
202409207668768,20/09/2024,IPS,16:39,16:42,16:37,16:41,,
202409207668768,20/09/2024,MNG,16:52,16:52,16:50,16:52,,
202409207668768,20/09/2024,COL,17:01,17:02,16:59,17:01,,
202409207668768,20/09/2024,CHM,17:19,17:21,17:18,17:21,,
202409207668768,20/09/2024,SRA,17:46,,17:46,,,
202409207668768,20/09/2024,LST,17:54,,17:55,,,
202409207668777,20/09/2024,NRW,,17:00,,17:00,,
202409207668777,20/09/2024,DIS,17:16,17:17,17:16,17:18,,
202409207668777,20/09/2024,SMK,17:28,17:28,17:32,17:33,,
202409207668777,20/09/2024,IPS,17:39,17:41,17:45,17:46,,
202409207668777,20/09/2024,MNG,17:50,17:51,17:54,17:55,,
202409207668777,20/09/2024,COL,17:59,18:02,18:02,18:02,,
202409207668777,20/09/2024,SRA,18:42,,18:40,,,
202409207668777,20/09/2024,LST,18:50,,18:49,,,
202409207668783,20/09/2024,NRW,,17:30,,17:30,,
202409207668783,20/09/2024,DIS,17:47,17:47,17:46,17:47,,
202409207668783,20/09/2024,SMK,17:58,17:59,18:02,18:02,,
202409207668783,20/09/2024,IPS,18:10,18:11,18:13,18:15,895,
202409207668783,20/09/2024,MNG,18:20,18:20,18:24,18:25,895,
202409207668783,20/09/2024,COL,18:29,18:30,18:32,18:33,895,
202409207668783,20/09/2024,CHM,18:47,18:48,18:50,18:52,895,
202409207668783,20/09/2024,LST,19:17,,19:19,,895,
202409207668787,20/09/2024,NRW,,18:00,,17:59,,
202409207668787,20/09/2024,DIS,18:16,18:17,18:15,18:17,,
202409207668787,20/09/2024,SMK,18:28,18:28,18:27,18:28,,
202409207668787,20/09/2024,IPS,18:39,18:42,18:38,18:41,,
202409207668787,20/09/2024,MNG,18:51,18:52,18:50,18:52,,
202409207668787,20/09/2024,COL,19:01,19:02,18:58,19:01,,
202409207668787,20/09/2024,SRA,19:44,,19:45,,,
202409207668787,20/09/2024,LST,19:52,,19:53,,,
202409207668793,20/09/2024,NRW,,18:32,,18:32,,
202409207668793,20/09/2024,DIS,18:48,18:49,18:47,18:49,,
202409207668793,20/09/2024,IPS,19:09,19:10,19:09,19:10,895,
202409207668793,20/09/2024,MNG,19:19,19:20,19:18,19:20,895,
202409207668793,20/09/2024,COL,19:28,19:30,19:26,19:29,895,
202409207668793,20/09/2024,CHM,19:48,19:49,19:47,19:48,895,
202409207668793,20/09/2024,LST,20:18,,20:19,,895,
202409207668797,20/09/2024,NRW,,19:00,,18:59,,
202409207668797,20/09/2024,DIS,19:16,19:17,19:15,19:17,,
202409207668797,20/09/2024,SMK,19:28,19:28,19:27,19:28,,
202409207668797,20/09/2024,IPS,19:39,19:41,19:38,19:40,,
202409207668797,20/09/2024,MNG,19:50,19:51,19:49,19:51,,
202409207668797,20/09/2024,COL,19:59,20:00,19:57,20:00,,
202409207668797,20/09/2024,SRA,20:39,,20:38,,,
202409207668797,20/09/2024,LST,20:47,,20:46,,,
202409207668803,20/09/2024,NRW,,20:00,,20:00,,
202409207668803,20/09/2024,DIS,20:16,20:17,20:16,20:17,,
202409207668803,20/09/2024,SMK,20:28,20:28,20:28,20:28,,
202409207668803,20/09/2024,IPS,20:39,20:41,20:40,20:41,,
202409207668803,20/09/2024,MNG,20:50,20:51,20:50,20:51,,
202409207668803,20/09/2024,COL,20:59,21:00,20:58,21:00,,
202409207668803,20/09/2024,SRA,21:40,,21:40,,,
202409207668803,20/09/2024,LST,21:49,,21:48,,,
202409207668812,20/09/2024,NRW,,21:00,,20:59,,
202409207668812,20/09/2024,DIS,21:16,21:17,21:15,21:17,,
202409207668812,20/09/2024,SMK,21:28,21:28,21:27,21:28,,
202409207668812,20/09/2024,IPS,21:39,21:41,21:39,21:44,,
202409207668812,20/09/2024,MNG,21:50,21:51,21:53,21:54,,
202409207668812,20/09/2024,COL,21:59,22:00,22:01,22:01,,
202409207668812,20/09/2024,WTM,22:11,22:11,22:11,22:12,,
202409207668812,20/09/2024,CHM,22:20,22:21,22:21,22:22,,
202409207668812,20/09/2024,SNF,22:31,22:32,22:31,22:32,,
202409207668812,20/09/2024,SRA,22:47,,22:46,,,
202409207668812,20/09/2024,LST,22:55,,22:53,,,
202409207668818,20/09/2024,NRW,,22:02,,22:02,,
202409207668818,20/09/2024,DIS,22:18,22:19,22:18,22:19,,
202409207668818,20/09/2024,SMK,22:30,22:30,22:30,22:30,,
202409207668818,20/09/2024,IPS,22:42,22:43,22:41,22:43,,
202409207668818,20/09/2024,MNG,22:52,22:53,22:52,22:53,,
202409207668818,20/09/2024,COL,23:01,23:02,23:00,23:01,,
202409207668818,20/09/2024,WTM,23:13,23:13,23:11,23:12,,
202409207668818,20/09/2024,CHM,23:22,23:23,23:21,23:23,,
202409207668818,20/09/2024,SNF,23:33,23:33,23:31,23:33,,
202409207668818,20/09/2024,SRA,23:48,,23:46,,,
202409207668818,20/09/2024,LST,23:57,,23:55,,,
202409207672144,20/09/2024,NRW,,08:00,,08:00,,
202409207672144,20/09/2024,DIS,08:16,08:17,08:16,08:17,,
202409207672144,20/09/2024,SMK,08:28,08:28,08:28,08:28,,
202409207672144,20/09/2024,IPS,08:38,08:39,08:38,08:39,,
202409207672144,20/09/2024,SRA,09:30,,09:28,,,
202409207672144,20/09/2024,LST,09:38,,09:37,,,
202409216734637,21/09/2024,NRW,,05:00,,04:59,,
202409216734637,21/09/2024,DIS,05:16,05:17,05:16,05:18,,
202409216734637,21/09/2024,SMK,05:28,05:28,05:28,05:29,,
202409216734637,21/09/2024,IPS,05:39,05:41,05:40,05:40,,
202409216734637,21/09/2024,MNG,05:50,05:51,05:49,05:51,,
202409216734637,21/09/2024,COL,05:59,06:00,05:59,06:00,,
202409216734637,21/09/2024,SRA,06:39,,06:38,,,
202409216734637,21/09/2024,LST,06:47,,06:48,,,
202409216734638,21/09/2024,NRW,,05:32,,05:31,,
202409216734638,21/09/2024,DIS,05:48,05:49,05:48,05:49,,
202409216734638,21/09/2024,IPS,06:09,06:10,06:09,06:10,,
202409216734638,21/09/2024,MNG,06:19,06:20,06:19,06:20,,
202409216734638,21/09/2024,COL,06:28,06:30,06:28,06:29,,
202409216734638,21/09/2024,CHM,06:47,06:48,06:48,06:48,,
202409216734638,21/09/2024,LST,07:17,,07:17,,,
202409216734640,21/09/2024,NRW,,06:32,,06:32,,
202409216734640,21/09/2024,DIS,06:48,06:49,06:47,06:49,,
202409216734640,21/09/2024,IPS,07:09,07:10,07:08,07:09,,
202409216734640,21/09/2024,MNG,07:19,07:20,07:18,07:20,,
202409216734640,21/09/2024,COL,07:28,07:30,07:27,07:29,,
202409216734640,21/09/2024,CHM,07:47,07:48,07:46,07:47,,
202409216734640,21/09/2024,LST,08:17,,08:16,,,
202409216734643,21/09/2024,NRW,,07:32,,07:32,,
202409216734643,21/09/2024,DIS,07:48,07:49,07:48,07:49,,
202409216734643,21/09/2024,IPS,08:09,08:10,08:07,08:10,,
202409216734643,21/09/2024,MNG,08:19,08:20,08:18,08:20,,
202409216734643,21/09/2024,COL,08:28,08:30,08:27,08:29,,
202409216734643,21/09/2024,CHM,08:47,08:48,08:46,08:48,,
202409216734643,21/09/2024,LST,09:17,,09:15,,,
202409216734646,21/09/2024,NRW,,08:00,,08:00,651,
202409216734646,21/09/2024,DIS,08:16,08:17,08:15,08:17,651,
202409216734646,21/09/2024,SMK,08:28,08:28,08:28,08:28,651,
202409216734646,21/09/2024,IPS,08:39,08:41,08:40,08:41,651,
202409216734646,21/09/2024,MNG,08:50,08:51,08:49,08:51,651,
202409216734646,21/09/2024,COL,08:59,09:00,08:58,09:00,651,
202409216734646,21/09/2024,SRA,09:39,,09:38,,651,
202409216734646,21/09/2024,LST,09:47,,09:47,,651,
202409216734649,21/09/2024,NRW,,11:32,,11:32,,
202409216734649,21/09/2024,DIS,11:48,11:49,11:47,11:49,,
202409216734649,21/09/2024,IPS,12:09,12:10,12:07,12:09,,
202409216734649,21/09/2024,MNG,12:19,12:20,12:18,12:20,,
202409216734649,21/09/2024,COL,12:28,12:30,12:26,12:29,,
202409216734649,21/09/2024,CHM,12:47,12:48,12:46,12:48,,
202409216734649,21/09/2024,LST,13:17,,13:15,,,
202409216734652,21/09/2024,NRW,,12:00,,11:59,,
202409216734652,21/09/2024,DIS,12:16,12:17,12:17,12:18,,
202409216734652,21/09/2024,SMK,12:28,12:28,12:29,12:30,,
202409216734652,21/09/2024,IPS,12:39,12:41,12:42,12:43,,
202409216734652,21/09/2024,MNG,12:50,12:51,12:52,12:53,,
202409216734652,21/09/2024,COL,12:59,13:00,13:00,13:00,,
202409216734652,21/09/2024,SRA,13:39,,13:38,,,
202409216734652,21/09/2024,LST,13:47,,13:47,,,
202409216734654,21/09/2024,NRW,,12:32,,12:32,,
202409216734654,21/09/2024,DIS,12:48,12:49,12:48,12:49,,
202409216734654,21/09/2024,IPS,13:09,13:10,13:08,13:10,,
202409216734654,21/09/2024,MNG,13:19,13:20,13:18,13:20,,
202409216734654,21/09/2024,COL,13:28,13:30,13:26,13:29,,
202409216734654,21/09/2024,CHM,13:47,13:48,13:46,13:48,,
202409216734654,21/09/2024,LST,14:17,,14:18,,,
202409216734656,21/09/2024,NRW,,13:00,,13:00,,
202409216734656,21/09/2024,DIS,13:16,13:17,13:17,13:18,,
202409216734656,21/09/2024,SMK,13:28,13:28,13:29,13:29,,
202409216734656,21/09/2024,IPS,13:39,13:41,13:39,13:40,,
202409216734656,21/09/2024,MNG,13:50,13:51,13:49,13:51,,
202409216734656,21/09/2024,COL,13:59,14:00,13:57,14:00,,
202409216734656,21/09/2024,SRA,14:39,,14:38,,,
202409216734656,21/09/2024,LST,14:47,,14:47,,,
202409216734658,21/09/2024,NRW,,14:00,,14:00,,
202409216734658,21/09/2024,DIS,14:16,14:17,14:16,14:17,,
202409216734658,21/09/2024,SMK,14:28,14:28,14:27,14:28,,
202409216734658,21/09/2024,IPS,14:39,14:41,14:39,14:41,,
202409216734658,21/09/2024,MNG,14:50,14:51,14:50,14:51,,
202409216734658,21/09/2024,COL,14:59,15:00,14:58,15:00,,
202409216734658,21/09/2024,SRA,15:39,,15:38,,,
202409216734658,21/09/2024,LST,15:47,,15:47,,,
202409216734663,21/09/2024,NRW,,16:32,,16:31,,
202409216734663,21/09/2024,DIS,16:48,16:49,16:48,16:49,,
202409216734663,21/09/2024,IPS,17:09,17:10,17:07,17:09,,
202409216734663,21/09/2024,MNG,17:19,17:20,17:18,17:20,,
202409216734663,21/09/2024,COL,17:28,17:30,17:26,17:29,,
202409216734663,21/09/2024,CHM,17:47,17:48,17:45,17:48,,
202409216734663,21/09/2024,LST,18:17,,18:18,,,
202409216734664,21/09/2024,NRW,,17:30,,17:30,,
202409216734664,21/09/2024,DIS,17:46,17:47,17:45,17:47,,
202409216734664,21/09/2024,SMK,17:58,17:58,17:57,17:57,,
202409216734664,21/09/2024,IPS,18:09,18:10,18:09,18:09,,
202409216734664,21/09/2024,MNG,18:19,18:20,18:18,18:20,,
202409216734664,21/09/2024,COL,18:28,18:30,18:26,18:29,,
202409216734664,21/09/2024,CHM,18:47,18:48,18:46,18:47,,
202409216734664,21/09/2024,LST,19:17,,19:15,,,
202409216734665,21/09/2024,NRW,,18:00,,18:00,,
202409216734665,21/09/2024,DIS,18:16,18:17,18:16,18:17,,
202409216734665,21/09/2024,SMK,18:28,18:28,18:27,18:28,,
202409216734665,21/09/2024,IPS,18:39,18:41,18:39,18:40,,
202409216734665,21/09/2024,MNG,18:50,18:51,18:49,18:51,,
202409216734665,21/09/2024,COL,18:59,19:00,18:58,18:59,,
202409216734665,21/09/2024,SRA,19:39,,19:38,,,
202409216734665,21/09/2024,LST,19:47,,19:47,,,
202409216734669,21/09/2024,NRW,,19:00,,19:00,,
202409216734669,21/09/2024,DIS,19:16,19:17,19:15,19:17,,
202409216734669,21/09/2024,SMK,19:28,19:28,19:27,19:27,,
202409216734669,21/09/2024,IPS,19:39,19:41,19:38,19:41,,
202409216734669,21/09/2024,MNG,19:50,19:51,19:49,19:52,,
202409216734669,21/09/2024,COL,19:59,20:00,19:59,19:59,,
202409216734669,21/09/2024,SRA,20:39,,20:37,,,
202409216734669,21/09/2024,LST,20:47,,20:46,,,
202409217668665,21/09/2024,NRW,,06:00,,06:00,,
202409217668665,21/09/2024,DIS,06:16,06:17,06:16,06:17,,
202409217668665,21/09/2024,SMK,06:28,06:28,06:28,06:28,,
202409217668665,21/09/2024,IPS,06:39,06:41,06:40,06:40,,
202409217668665,21/09/2024,MNG,06:50,06:51,06:50,06:51,,
202409217668665,21/09/2024,COL,06:59,07:00,06:58,07:00,,
202409217668665,21/09/2024,SRA,07:39,,07:38,,,
202409217668665,21/09/2024,LST,07:47,,07:47,,,
202409217668679,21/09/2024,NRW,,07:00,,07:00,,
202409217668679,21/09/2024,DIS,07:16,07:17,07:16,07:17,,
202409217668679,21/09/2024,SMK,07:28,07:28,07:28,07:28,,
202409217668679,21/09/2024,IPS,07:40,07:41,07:39,07:40,,
202409217668679,21/09/2024,MNG,07:50,07:51,07:49,07:51,,
202409217668679,21/09/2024,COL,07:59,08:00,07:58,07:59,,
202409217668679,21/09/2024,SRA,08:39,,08:38,,,
202409217668679,21/09/2024,LST,08:47,,08:47,,,
202409217668696,21/09/2024,NRW,,08:30,,08:30,,
202409217668696,21/09/2024,DIS,08:46,08:47,08:46,08:47,,
202409217668696,21/09/2024,SMK,08:58,08:58,08:57,08:58,,
202409217668696,21/09/2024,IPS,09:09,09:10,09:09,09:11,,
202409217668696,21/09/2024,MNG,09:19,09:20,09:21,09:22,,
202409217668696,21/09/2024,COL,09:28,09:30,09:29,09:29,,
202409217668696,21/09/2024,SRA,10:09,,10:17,,,
202409217668696,21/09/2024,LST,10:17,,10:26,,894,
202409217668707,21/09/2024,NRW,,09:30,,09:29,,
202409217668707,21/09/2024,DIS,09:46,09:47,09:45,09:47,,
202409217668707,21/09/2024,SMK,09:58,09:58,09:57,09:57,,
202409217668707,21/09/2024,IPS,10:09,10:10,10:08,10:10,,
202409217668707,21/09/2024,MNG,10:19,10:20,10:19,10:20,,
202409217668707,21/09/2024,COL,10:28,10:30,10:27,10:29,,
202409217668707,21/09/2024,SRA,11:09,,11:08,,,
202409217668707,21/09/2024,LST,11:17,,11:17,,,
202409217668711,21/09/2024,NRW,,10:00,,09:59,,
202409217668711,21/09/2024,DIS,10:16,10:17,10:15,10:17,,
202409217668711,21/09/2024,SMK,10:28,10:28,10:27,10:28,,
202409217668711,21/09/2024,IPS,10:40,10:41,10:39,10:48,,
202409217668711,21/09/2024,MNG,10:50,10:51,10:57,10:58,776,
202409217668711,21/09/2024,COL,10:59,11:00,11:05,11:05,776,
202409217668711,21/09/2024,SRA,11:39,,11:44,,776,
202409217668711,21/09/2024,LST,11:47,,11:54,,776,
202409217668717,21/09/2024,NRW,,10:32,,10:31,,
202409217668717,21/09/2024,DIS,10:48,10:49,10:48,10:49,,
202409217668717,21/09/2024,IPS,11:09,11:10,11:08,11:12,,
202409217668717,21/09/2024,MNG,11:19,11:20,11:21,11:22,,
202409217668717,21/09/2024,COL,11:28,11:30,11:29,11:29,,
202409217668717,21/09/2024,CHM,11:47,11:48,11:47,11:48,,
202409217668717,21/09/2024,LST,12:17,,12:23,,,
202409217668721,21/09/2024,NRW,,11:00,,11:00,,
202409217668721,21/09/2024,DIS,11:16,11:17,11:17,11:18,,
202409217668721,21/09/2024,SMK,11:28,11:28,11:29,11:29,,
202409217668721,21/09/2024,IPS,11:39,11:41,11:40,11:42,,
202409217668721,21/09/2024,MNG,11:50,11:51,11:51,11:52,,
202409217668721,21/09/2024,COL,11:59,12:00,11:59,12:00,,
202409217668721,21/09/2024,SRA,12:39,,12:43,,,
202409217668721,21/09/2024,LST,12:47,,12:52,,,
202409217668747,21/09/2024,NRW,,13:32,,13:32,,
202409217668747,21/09/2024,DIS,13:48,13:49,13:48,13:49,,
202409217668747,21/09/2024,IPS,14:09,14:10,14:07,14:09,,
202409217668747,21/09/2024,MNG,14:19,14:20,14:18,14:20,,
202409217668747,21/09/2024,COL,14:28,14:30,14:26,14:29,,
202409217668747,21/09/2024,CHM,14:47,14:48,14:46,14:47,,
202409217668747,21/09/2024,LST,15:17,,15:16,,,
202409217668757,21/09/2024,NRW,,14:32,,14:32,,
202409217668757,21/09/2024,DIS,14:48,14:49,14:47,14:49,,
202409217668757,21/09/2024,IPS,15:09,15:10,15:07,15:09,,
202409217668757,21/09/2024,MNG,15:19,15:20,15:18,15:20,,
202409217668757,21/09/2024,COL,15:28,15:30,15:27,15:29,,
202409217668757,21/09/2024,CHM,15:47,15:48,15:46,15:48,,
202409217668757,21/09/2024,LST,16:17,,16:15,,,
202409217668760,21/09/2024,NRW,,15:00,,15:00,,
202409217668760,21/09/2024,DIS,15:16,15:17,15:17,15:19,,
202409217668760,21/09/2024,SMK,15:28,15:28,15:29,15:30,,
202409217668760,21/09/2024,IPS,15:39,15:41,15:42,15:43,,
202409217668760,21/09/2024,MNG,15:50,15:51,15:52,15:54,,
202409217668760,21/09/2024,COL,15:59,16:00,16:01,16:01,,
202409217668760,21/09/2024,SRA,16:39,,16:40,,,
202409217668760,21/09/2024,LST,16:47,,16:48,,,
202409217668763,21/09/2024,NRW,,15:32,,15:32,,
202409217668763,21/09/2024,DIS,15:48,15:49,15:48,15:49,,
202409217668763,21/09/2024,IPS,16:09,16:10,16:08,16:09,,
202409217668763,21/09/2024,MNG,16:19,16:20,16:18,16:20,,
202409217668763,21/09/2024,COL,16:28,16:30,16:26,16:29,,
202409217668763,21/09/2024,CHM,16:47,16:48,16:46,16:47,,
202409217668763,21/09/2024,LST,17:17,,17:16,,,
202409217668769,21/09/2024,NRW,,16:00,,16:00,,
202409217668769,21/09/2024,DIS,16:16,16:17,16:16,16:17,,
202409217668769,21/09/2024,SMK,16:28,16:28,16:28,16:29,,
202409217668769,21/09/2024,IPS,16:39,16:41,16:41,16:42,,
202409217668769,21/09/2024,MNG,16:50,16:51,16:51,16:52,,
202409217668769,21/09/2024,COL,16:59,17:00,16:59,17:00,,
202409217668769,21/09/2024,SRA,17:39,,17:38,,,
202409217668769,21/09/2024,LST,17:47,,17:48,,,
202409217668778,21/09/2024,NRW,,17:00,,17:00,,
202409217668778,21/09/2024,DIS,17:16,17:17,17:16,17:18,,
202409217668778,21/09/2024,SMK,17:28,17:28,17:29,17:29,,
202409217668778,21/09/2024,IPS,17:39,17:41,17:41,17:42,,
202409217668778,21/09/2024,MNG,17:50,17:51,17:51,17:52,,
202409217668778,21/09/2024,COL,17:59,18:00,17:59,17:59,,
202409217668778,21/09/2024,SRA,18:39,,18:38,,,
202409217668778,21/09/2024,LST,18:47,,18:47,,,
202409217668794,21/09/2024,NRW,,18:32,,18:31,,
202409217668794,21/09/2024,DIS,18:48,18:49,18:47,18:48,,
202409217668794,21/09/2024,IPS,19:09,19:10,19:07,19:09,,
202409217668794,21/09/2024,MNG,19:19,19:20,19:18,19:19,,
202409217668794,21/09/2024,COL,19:28,19:30,19:26,19:28,,
202409217668794,21/09/2024,CHM,19:47,19:48,19:45,19:47,,
202409217668794,21/09/2024,LST,20:17,,20:15,,,
202409217668804,21/09/2024,NRW,,20:00,,20:00,,
